domena,ID reg,ID drzitela,Stav domeny,NS1,NS2,NS3,NS4,datum exspiracie
adhertec.sk,ELBI-0002,ELB-KX0A69LAGD2T,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,21.03.2020
adminpanel.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,01.10.2019
adoralingua.sk,ELBI-0002,PETE-0507-4025,OK,ns.inetadmin.eu,ns.inetadmin.cz,ns.inetadmin.sk,,02.03.2020
adventuraagency.sk,ELBI-0002,ELB-A9FYZTN4VF35,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,27.06.2019
adventureparkkarpaty.sk,ELBI-0002,JSWO-0001,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,24.01.2020
advisorea.sk,ELBI-0002,ELB-67DYYPYSQOJF,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,17.03.2020
advokat-roznava.sk,ELBI-0002,ELB-TPVF9MD67QNI,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,20.05.2020
advokatkorosi.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,17.08.2019
advokatnz.sk,ELBI-0002,INFO-0074-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,25.07.2019
advokatroznava.sk,ELBI-0002,ELB-EJBYDKHHIGVS,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,20.05.2020
aero.sk,ELBI-0002,MIRO-1414,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,09.11.2019
afcslovakia.sk,ELBI-0002,ELB-JPB9KQYQGFG7,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,18.12.2019
affiliate.sk,ELBI-0002,STEF-0122,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,02.07.2019
affiliateclub.sk,ELBI-0002,LEAD-0014,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,12.09.2019
affiliates.sk,ELBI-0002,LEAD-0014,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,06.09.2019
afinito.sk,ELBI-0002,ELB-MPD1RI35APV3,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,16.05.2020
afk.sk,ELBI-0002,AFKI-0002,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,18.04.2020
afl.sk,ZONE-0002,BMTS-0002,OK,ns1.slovaknet.sk,ns2.slovnet.com,,,03.11.2019
agenturamax.sk,ELBI-0002,SAMP-0021,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,25.09.2019
agenturamimosa.sk,ELBI-0002,ELB-QRMTWAKRJSOB,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,07.08.2019
agetto.sk,ELBI-0002,BLUE-0057,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,18.02.2020
aglow.sk,ELBI-0002,ELB-34BVAQ5AGLW4,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,02.06.2019
agneska.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,21.05.2020
agro-food.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,15.05.2020
agrodruzstvodlha.sk,ELBI-0002,ELB-JZ8XXIZD26K6,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,31.12.2019
agromp.sk,ELBI-0002,AGRO-0228,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,26.02.2020
agrosid.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,26.08.2019
agrosun.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,23.01.2020
agrotom.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,02.10.2019
air-max.sk,ELBI-0002,CANEVENTURES,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,14.06.2020
airfresh.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,04.06.2019
airmonte.sk,ELBI-0002,PETE-3573,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,02.04.2020
airtaxislovakia.sk,ELBI-0002,ELB-UNS1C5S8X27Y,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,23.11.2019
akasa.sk,ELBI-0002,ELB-TB93ACW4MPJ9,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,14.05.2020
akbd.sk,ELBI-0002,ADVO-0083-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,24.05.2020
akhodosi.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,29.12.2019
aknagy.sk,ELBI-0002,ELB-86YXQ7LNGR50,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,09.05.2020
aknestak.sk,ELBI-0002,EFFE-0001-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,07.05.2020
akonadepresiu.sk,ELBI-0002,ELB-KI8FH44D10I1,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,28.11.2019
akonanu.sk,ELBI-0002,ELB-AYQTINEHE7QR,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,30.07.2019
akosiudrzatmladost.sk,ELBI-0002,ELB-0LTSRWBDQ5VB,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,03.11.2019
aku-bat.sk,ELBI-0002,ELB-FVF7ZRRGQKRH,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,19.07.2019
al-profily.sk,ELBI-0002,ELB-3BL4ONSGFP1N,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,28.02.2020
alapiskola.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,31.03.2020
alarmy-necta.sk,ELBI-0002,ELB-E3OAPBSZ635X,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,19.02.2020
albau.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,15.05.2020
albertpark.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,13.03.2020
alergik.sk,ELBI-0002,C4PI-0002,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,24.03.2020
alfabelt.sk,ELBI-0002,VNET-0001-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,13.10.2019
alfbook.sk,REG-379549,sub_1084994,OK,ns1.webdom.sk,ns2.webdom.sk,ns3.webdom.sk,,22.08.2019
alfiada.sk,REG-379549,PCPR-0999,OK,ns1.webdom.sk,ns2.webdom.sk,ns3.webdom.sk,,14.03.2020
alfik.sk,REG-379549,sub_1084994,OK,ns1.webdom.sk,ns2.webdom.sk,ns3.webdom.sk,,03.10.2019
alkas.sk,ELBI-0002,H528487,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,15.11.2019
all4net.sk,WEBG-0001,ALL4-0004,OK,ns1.nameserver.sk,ns2.nameserver.sk,ns1.dnsbackup.net,ns2.dnsbackup.net,22.05.2028
all4shop.sk,WEBG-0001,ALL4-0004,OK,ns1.nameserver.sk,ns2.nameserver.sk,ns1.dnsbackup.net,ns2.dnsbackup.net,05.03.2021
allmedia.sk,ELBI-0002,ALLM-0002-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,31.10.2019
almedia.sk,ELBI-0002,ALLM-0002-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,13.06.2019
almi.sk,ELBI-0002,ELB-3E354TT2H8VT,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,02.06.2019
altis.sk,ELBI-0002,AINF-0001-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,18.11.2019
aluthermoisolation.sk,ELBI-0002,ELB-34IKNS73JJ7K,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,10.12.2019
amadehotel.sk,ELBI-0002,VALO-0009,OK,ns.inetadmin.eu,ns.inetadmin.cz,ns.inetadmin.sk,,28.12.2019
amaterka.sk,ELBI-0002,VKOB-0002,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,03.02.2020
amati.sk,ELBI-0002,BRAN-0385,OK,ns.inetadmin.sk,ns.inetadmin.cz,ns.inetadmin.eu,,07.02.2020
amaze.sk,ELBI-0002,CANEVENTURES,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,12.11.2019
ambros.sk,ELBI-0002,LADI-0959,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,14.01.2020
amcsys.sk,ELBI-0002,AMCS-0003,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,10.02.2020
amgeurope.sk,ELBI-0002,ELB-QX6W0OUWHC3O,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,19.04.2020
amkov.sk,ELBI-0002,ELB-5TDUJPL3CZ29,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,18.02.2020
amkovo.sk,ELBI-0002,ELB-FFZY9CO8P6L6,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,09.11.2019
ampla.sk,ELBI-0002,AMPL-0010-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,27.09.2019
amvos.sk,ELBI-0002,AMVO-0001,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,20.08.2019
anexo.sk,ELBI-0002,ANEX-0001,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,11.09.2019
angeloptik.sk,ELBI-0002,ANGE-0045,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,15.02.2021
angenelika.sk,ELBI-0002,ELB-X00Z6ZC882QB,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,19.09.2019
animalphoto.sk,ELBI-0002,VNET-0001-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,19.03.2020
animuj.sk,REG-379549,sub_1084994,OK,ns1.webdom.sk,ns2.webdom.sk,ns3.webdom.sk,,10.06.2019
anjelikovo.sk,ELBI-0002,KATA-0530,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,27.05.2020
anoalebonie.sk,ELBI-0002,VLAD-1231,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,12.02.2020
anstel.sk,ELBI-0002,PASTELSMEDIA,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,10.09.2019
antigona-obrazy.sk,ELBI-0002,ELB-G74NX37F4RCL,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,11.07.2019
antikvariatlogos.sk,ELBI-0002,FORPSI-S635984,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,07.06.2021
antiquavilla.sk,ELBI-0002,PLTN-0001-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,30.07.2019
antontokar.sk,ELBI-0002,ELB-EAAW6H9EM5FO,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,18.06.2019
apartmany-tatry.sk,ELBI-0002,IBEX-0002,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,18.07.2019
apartmanylinea.sk,ELBI-0002,PETE-5686,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,15.08.2019
apartmanyprivlaka.sk,ELBI-0002,PETE-5686,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,05.12.2019
apartmanytatry.sk,ELBI-0002,IBEX-0002,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,29.05.2019
apartmanyvtatrach.sk,ELBI-0002,TERA-0017,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,28.08.2019
apbt.sk,ELBI-0002,KOKO-0004,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,03.02.2020
apisfacility.sk,ELBI-0002,WS-31572,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,15.06.2019
apishome.sk,ELBI-0002,ELB-I1APXB40SKPP,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,25.05.2020
apostolbratislavy.sk,ELBI-0002,ANEX-0001,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,04.02.2020
applikacie.sk,ELBI-0002,ELB-A520LF179KGK,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,06.01.2020
appraisal.sk,ELBI-0002,MITA-0002,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,19.11.2019
aprim.sk,ELBI-0002,LADI-0650-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,18.11.2019
aqua-cool.sk,ELBI-0002,ELB-X29JA3DXL55L,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,14.03.2020
aquafind.sk,ELBI-0002,IVAN-0057-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,24.04.2020
aquinasmariagabura.sk,ELBI-0002,ANEX-0001,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,04.02.2020
arbetcar.sk,ELBI-0002,ARBE-0004,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,11.01.2020
arcgeo.sk,ELBI-0002,ARCG-0002,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,27.10.2019
archareal.sk,ELBI-0002,RIDA-0004,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,08.02.2020
architektlukas.sk,ELBI-0002,ELB-KUWCYMKN22EL,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,02.03.2020
arcusart.sk,ELBI-0002,ELB-J9183ZPGX9D2,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,05.11.2019
arcusinternational.sk,ELBI-0002,TIBO-0044-1465,OK,ns.inetadmin.eu,ns.inetadmin.cz,ns.inetadmin.sk,,24.11.2019
ardevop.sk,ELBI-0002,ELB-DCPQI7KHSGS2,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,01.05.2020
arenateam.sk,ELBI-0002,CSLL-0003,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,17.12.2019
arganeol.sk,ELBI-0002,ELB-42BKTWTZUWHB,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,15.10.2019
arka.sk,ELBI-0002,ARKA-0001,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,23.05.2020
arlam.sk,ELBI-0002,ARLA-0002-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,20.02.2020
armypatriot.sk,ELBI-0002,LUKK-0015,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,01.07.2019
aromarco.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,03.03.2020
arria.sk,ELBI-0002,ELB-49YOMXFWP3YZ,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,05.02.2020
arriasalon.sk,ELBI-0002,WEBHOUSE-LEZWUXN,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,13.10.2019
artbanking.sk,ELBI-0002,UNIB-0001,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,10.09.2019
artevita.sk,ELBI-0002,ELB-809Y52XJY0E0,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,20.08.2019
artindustry.sk,ELBI-0002,ELB-Q9QBH065EJE9,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,22.03.2020
arts.sk,ELBI-0002,LADI-0650-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,12.03.2020
ashoka.sk,ELBI-0002,PRIM-0064,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,09.11.2019
asianaglobal.sk,SECU-0026,SECU-0026,OK,amit.ns.cloudflare.com,beth.ns.cloudflare.com,,,06.10.2019
asp2.sk,ZONE-0002,ZONERSK-1001856,OK,ns1.regzone.cz,ns1.regzone.de,ns1.regzone.info,,09.02.2020
assettravel.sk,CREO-0007,ASSETTRAVEL,OK,ns1.orion.creodat.net,ns2.orion.creodat.net,ns3.orion.creodat.net,,22.01.2020
assistentia.sk,ELBI-0002,LADI-0449-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,01.07.2019
aston.sk,ELBI-0002,TONI-0001,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,18.09.2019
astonitm.sk,ELBI-0002,TONI-0001,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,18.09.2019
astro.sk,TRON-0005,TRON-0005,OK,auriga.ta3.sk,sun.uakom.sk,cygnus.ta3.sk,lyra.ta3.sk,02.06.2020
atakcompany.sk,ELBI-0002,ATAK-0004,OK,ns.inetadmin.sk,ns.inetadmin.eu,ns.inetadmin.cz,,31.01.2020
atcontract.sk,ELBI-0002,ELB-PZO7JRT1XTDA,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,04.09.2019
ateliernaprenajom.sk,ELBI-0002,RIKA-0001,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,24.03.2020
ateliervpodkrovi.sk,ELBI-0002,ELB-JL20KZD6MLO6,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,14.05.2020
atomer.sk,WEBG-0001,ALL4-0004,OK,ns1.nameserver.sk,ns2.nameserver.sk,ns1.dnsbackup.net,ns2.dnsbackup.net,25.02.2028
atomskates.sk,ELBI-0002,AINF-0001-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,11.12.2019
attyp.sk,ELBI-0002,MARO-0077,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,06.09.2019
auditgroup.sk,ELBI-0002,IBGR-0001,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,26.03.2020
auditorea.sk,ELBI-0002,ZEBR-0005-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,22.08.2019
auto-drogeria.sk,MART-2448,MART-2448,OK,ns0.1984.is,ns1.1984hosting.com,ns1.1984.is,ns2.1984hosting.com,31.07.2019
auto-motoexpert.sk,ELBI-0002,ELB-8NYS621DMMRM,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,10.08.2019
auto-skla.sk,ELBI-0002,ELB-SA7YKO7OQ113,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,07.11.2019
autobusovelistky.sk,ELBI-0002,ELB-8ZBDV8TJ18NG,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,27.01.2020
autobusovestanice.sk,ELBI-0002,ELB-MWY5ODHM65KB,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,27.01.2020
autobusovylistok.sk,ELBI-0002,ELB-ULFVK19MMJK2,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,15.04.2020
autobusstuhleck.sk,ELBI-0002,ELB-7AWOK824SVJB,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,14.12.2019
autoderzsi.sk,ELBI-0002,LADI-0742,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,11.11.2019
autodop.sk,ELBI-0002,JNBR-0012,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,26.05.2020
autodopravahromada.sk,ELBI-0002,ELB-Y5UY7KOU5MJG,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,04.10.2019
autodrogeria.sk,MART-2448,MART-2448,OK,ns0.1984.is,ns1.1984hosting.com,ns1.1984.is,ns2.1984hosting.com,31.07.2019
autoklimy.sk,ELBI-0002,MARI-1067-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,31.07.2019
autokplusp.sk,ELBI-0002,ELB-8C85JN6TJDRG,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,26.02.2020
automat-servis.sk,ELBI-0002,ELB-4TQEH8ME5XRS,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,22.06.2019
automotoolej.sk,ELBI-0002,ELB-SU3TSJXSFXJV,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,06.03.2020
autond.sk,ELBI-0002,ELB-3UTZI4B0WI7J,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,08.10.2019
autopluslpg.sk,ELBI-0002,AUTO-0664,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,06.05.2020
autoservisabb.sk,ELBI-0002,ELB-F8C2A874B6H4,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,10.07.2019
autoservisfodor.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,06.05.2020
autoservismeszaros.sk,ELBI-0002,WS-24224,OK,ns.inetadmin.eu,ns.inetadmin.cz,ns.inetadmin.sk,,14.03.2020
autoskalicky.sk,ELBI-0002,ELB-RM0JVZSC7EM1,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,06.09.2019
